,Open
2020-11-03 14:30:00-05:00,2.869999885559082
2020-11-03 15:30:00-05:00,2.934999942779541
2020-11-04 09:30:00-05:00,2.940000057220459
2020-11-04 10:30:00-05:00,2.787524938583374
2020-11-04 11:30:00-05:00,2.7469749450683594
2020-11-04 12:30:00-05:00,2.7499749660491943
2020-11-04 13:30:00-05:00,2.755000114440918
2020-11-04 14:30:00-05:00,2.7174999713897705
2020-11-04 15:30:00-05:00,2.702500104904175
2020-11-05 09:30:00-05:00,2.817500114440918
2020-11-05 10:30:00-05:00,2.944999933242798
2020-11-05 11:30:00-05:00,2.919724941253662
2020-11-05 12:30:00-05:00,2.8399999141693115
2020-11-05 13:30:00-05:00,2.880000114440918
2020-11-05 14:30:00-05:00,2.8550000190734863
2020-11-05 15:30:00-05:00,2.9000000953674316
2020-11-06 09:30:00-05:00,2.880000114440918
2020-11-06 10:30:00-05:00,2.9549999237060547
2020-11-06 11:30:00-05:00,2.924999952316284
2020-11-06 12:30:00-05:00,2.945425033569336
2020-11-06 13:30:00-05:00,2.992500066757202
2020-11-06 14:30:00-05:00,2.9600000381469727
2020-11-06 15:30:00-05:00,3.0
2020-11-09 09:30:00-05:00,3.190000057220459
2020-11-09 10:30:00-05:00,3.0225000381469727
2020-11-09 11:30:00-05:00,3.0097250938415527
2020-11-09 12:30:00-05:00,2.9725000858306885
2020-11-09 13:30:00-05:00,2.9175000190734863
2020-11-09 14:30:00-05:00,2.8470749855041504
2020-11-09 15:30:00-05:00,2.9299750328063965
2020-11-10 09:30:00-05:00,2.875
2020-11-10 10:30:00-05:00,2.817500114440918
2020-11-10 11:30:00-05:00,2.8461999893188477
2020-11-10 12:30:00-05:00,2.877500057220459
2020-11-10 13:30:00-05:00,2.865000009536743
2020-11-10 14:30:00-05:00,2.822499990463257
2020-11-10 15:30:00-05:00,2.805000066757202
2020-11-11 09:30:00-05:00,2.875
2020-11-11 10:30:00-05:00,2.8575000762939453
2020-11-11 11:30:00-05:00,2.862499952316284
2020-11-11 12:30:00-05:00,2.894974946975708
2020-11-11 13:30:00-05:00,2.908750057220459
2020-11-11 14:30:00-05:00,2.8662500381469727
2020-11-11 15:30:00-05:00,2.9124999046325684
2020-11-12 09:30:00-05:00,2.934999942779541
2020-11-12 10:30:00-05:00,2.932499885559082
2020-11-12 11:30:00-05:00,2.921250104904175
2020-11-12 12:30:00-05:00,2.885274887084961
2020-11-12 13:30:00-05:00,2.809999942779541
2020-11-12 14:30:00-05:00,2.7850000858306885
2020-11-12 15:30:00-05:00,2.7799999713897705
2020-11-13 09:30:00-05:00,2.8399999141693115
2020-11-13 10:30:00-05:00,2.8324999809265137
2020-11-13 11:30:00-05:00,2.802500009536743
2020-11-13 12:30:00-05:00,2.7797250747680664
2020-11-13 13:30:00-05:00,2.791249990463257
2020-11-13 14:30:00-05:00,2.778749942779541
2020-11-13 15:30:00-05:00,2.7799999713897705
2020-11-16 09:30:00-05:00,2.7899999618530273
2020-11-16 10:30:00-05:00,3.005000114440918
2020-11-16 11:30:00-05:00,2.987499952316284
2020-11-16 12:30:00-05:00,3.1419999599456787
2020-11-16 13:30:00-05:00,3.0450000762939453
2020-11-16 14:30:00-05:00,3.0908000469207764
2020-11-16 15:30:00-05:00,3.0625
2020-11-17 09:30:00-05:00,2.9124999046325684
2020-11-17 10:30:00-05:00,2.830699920654297
2020-11-17 11:30:00-05:00,2.867500066757202
2020-11-17 12:30:00-05:00,2.882499933242798
2020-11-17 13:30:00-05:00,2.932499885559082
2020-11-17 14:30:00-05:00,2.94807505607605
2020-11-17 15:30:00-05:00,2.903749942779541
2020-11-18 09:30:00-05:00,2.950000047683716
2020-11-18 10:30:00-05:00,2.942924976348877
2020-11-18 11:30:00-05:00,2.9800000190734863
2020-11-18 12:30:00-05:00,2.9674999713897705
2020-11-18 13:30:00-05:00,2.944999933242798
2020-11-18 14:30:00-05:00,2.9237499237060547
2020-11-18 15:30:00-05:00,2.9375
2020-11-19 09:30:00-05:00,2.9574999809265137
2020-11-19 10:30:00-05:00,2.997499942779541
2020-11-19 11:30:00-05:00,2.9600000381469727
2020-11-19 12:30:00-05:00,3.002500057220459
2020-11-19 13:30:00-05:00,2.9825000762939453
2020-11-19 14:30:00-05:00,3.1500000953674316
2020-11-19 15:30:00-05:00,3.1600000858306885
2020-11-20 09:30:00-05:00,3.137500047683716
2020-11-20 10:30:00-05:00,3.3450000286102295
2020-11-20 11:30:00-05:00,3.234999895095825
2020-11-20 12:30:00-05:00,3.237499952316284
2020-11-20 13:30:00-05:00,3.2274999618530273
2020-11-20 14:30:00-05:00,3.2200000286102295
2020-11-20 15:30:00-05:00,3.182499885559082
2020-11-23 09:30:00-05:00,3.2257750034332275
2020-11-23 10:30:00-05:00,3.3399999141693115
2020-11-23 11:30:00-05:00,3.319999933242798
2020-11-23 12:30:00-05:00,3.3975000381469727
2020-11-23 13:30:00-05:00,3.4700000286102295
2020-11-23 14:30:00-05:00,3.469024896621704
2020-11-23 15:30:00-05:00,3.4774250984191895
2020-11-24 09:30:00-05:00,3.557499885559082
2020-11-24 10:30:00-05:00,3.487499952316284
2020-11-24 11:30:00-05:00,3.515049934387207
2020-11-24 12:30:00-05:00,3.5250000953674316
2020-11-24 13:30:00-05:00,3.474975109100342
2020-11-24 14:30:00-05:00,3.4149999618530273
2020-11-24 15:30:00-05:00,3.447499990463257
2020-11-25 09:30:00-05:00,3.3943750858306885
2020-11-25 10:30:00-05:00,3.547499895095825
2020-11-25 11:30:00-05:00,3.515000104904175
2020-11-25 12:30:00-05:00,3.5199999809265137
2020-11-25 13:30:00-05:00,3.567500114440918
2020-11-25 14:30:00-05:00,3.59375
2020-11-25 15:30:00-05:00,3.702500104904175
2020-11-27 09:30:00-05:00,3.822499990463257
2020-11-27 10:30:00-05:00,4.112500190734863
2020-11-27 11:30:00-05:00,3.9862499237060547
2020-11-27 13:00:00-05:00,3.9755001068115234
2020-11-30 09:30:00-05:00,4.542500019073486
2020-11-30 10:30:00-05:00,4.565000057220459
2020-11-30 11:30:00-05:00,4.400000095367432
2020-11-30 12:30:00-05:00,4.529449939727783
2020-11-30 13:30:00-05:00,4.425749778747559
2020-11-30 14:30:00-05:00,4.287499904632568
2020-11-30 15:30:00-05:00,4.312475204467773
2020-12-01 09:30:00-05:00,4.277500152587891
2020-12-01 10:30:00-05:00,3.990499973297119
2020-12-01 11:30:00-05:00,4.2063751220703125
2020-12-01 12:30:00-05:00,4.070000171661377
