Datetime,Volume
2023-01-17 05:01:00-05:00,0
2023-01-17 05:02:00-05:00,0
2023-01-17 05:03:00-05:00,0
2023-01-17 05:04:00-05:00,0
2023-01-17 05:05:00-05:00,0
2023-01-17 05:06:00-05:00,0
2023-01-17 05:07:00-05:00,0
2023-01-17 05:08:00-05:00,0
2023-01-17 05:09:00-05:00,0
2023-01-17 05:10:00-05:00,0
2023-01-17 05:11:00-05:00,0
2023-01-17 05:12:00-05:00,0
2023-01-17 05:13:00-05:00,0
2023-01-17 05:14:00-05:00,0
2023-01-17 05:15:00-05:00,0
2023-01-17 05:16:00-05:00,0
2023-01-17 05:17:00-05:00,0
2023-01-17 05:18:00-05:00,0
2023-01-17 05:19:00-05:00,0
2023-01-17 05:20:00-05:00,0
2023-01-17 05:21:00-05:00,0
2023-01-17 05:22:00-05:00,0
2023-01-17 05:23:00-05:00,0
2023-01-17 05:24:00-05:00,0
2023-01-17 05:25:00-05:00,0
2023-01-17 05:26:00-05:00,0
2023-01-17 05:27:00-05:00,0
2023-01-17 05:28:00-05:00,0
2023-01-17 05:29:00-05:00,0
2023-01-17 05:30:00-05:00,0
2023-01-17 05:31:00-05:00,0
2023-01-17 05:32:00-05:00,0
2023-01-17 05:33:00-05:00,0
2023-01-17 05:34:00-05:00,0
2023-01-17 05:35:00-05:00,0
2023-01-17 05:36:00-05:00,0
2023-01-17 05:37:00-05:00,0
2023-01-17 05:38:00-05:00,0
2023-01-17 05:41:00-05:00,0
2023-01-17 05:43:00-05:00,0
2023-01-17 05:44:00-05:00,0
2023-01-17 05:45:00-05:00,0
2023-01-17 05:46:00-05:00,0
2023-01-17 05:47:00-05:00,0
2023-01-17 05:48:00-05:00,0
2023-01-17 05:49:00-05:00,0
2023-01-17 05:50:00-05:00,0
2023-01-17 05:53:00-05:00,0
2023-01-17 05:54:00-05:00,0
2023-01-17 05:55:00-05:00,0
2023-01-17 05:56:00-05:00,0
2023-01-17 05:57:00-05:00,0
2023-01-17 05:58:00-05:00,0
2023-01-17 05:59:00-05:00,0
2023-01-17 06:00:00-05:00,0
2023-01-17 06:01:00-05:00,0
2023-01-17 06:02:00-05:00,0
2023-01-17 06:03:00-05:00,0
2023-01-17 06:04:00-05:00,0
2023-01-17 06:05:00-05:00,0
2023-01-17 06:07:00-05:00,0
2023-01-17 06:08:00-05:00,0
2023-01-17 06:10:00-05:00,0
2023-01-17 06:11:00-05:00,0
2023-01-17 06:12:00-05:00,0
2023-01-17 06:13:00-05:00,0
2023-01-17 06:14:00-05:00,0
2023-01-17 06:16:00-05:00,0
2023-01-17 06:17:00-05:00,0
2023-01-17 06:18:00-05:00,0
2023-01-17 06:19:00-05:00,0
2023-01-17 06:20:00-05:00,0
2023-01-17 06:22:00-05:00,0
2023-01-17 06:23:00-05:00,0
2023-01-17 06:24:00-05:00,0
2023-01-17 06:25:00-05:00,0
2023-01-17 06:26:00-05:00,0
2023-01-17 06:27:00-05:00,0
2023-01-17 06:28:00-05:00,0
2023-01-17 06:29:00-05:00,0
2023-01-17 06:31:00-05:00,0
2023-01-17 06:32:00-05:00,0
2023-01-17 06:33:00-05:00,0
2023-01-17 06:34:00-05:00,0
2023-01-17 06:35:00-05:00,0
2023-01-17 06:36:00-05:00,0
2023-01-17 06:37:00-05:00,0
2023-01-17 06:38:00-05:00,0
2023-01-17 06:39:00-05:00,0
2023-01-17 06:40:00-05:00,0
2023-01-17 06:41:00-05:00,0
2023-01-17 06:42:00-05:00,0
2023-01-17 06:43:00-05:00,0
2023-01-17 06:44:00-05:00,0
2023-01-17 06:45:00-05:00,0
2023-01-17 06:46:00-05:00,0
2023-01-17 06:48:00-05:00,0
2023-01-17 06:49:00-05:00,0
2023-01-17 06:50:00-05:00,0
2023-01-17 06:52:00-05:00,0
2023-01-17 06:54:00-05:00,0
2023-01-17 06:55:00-05:00,0
2023-01-17 06:56:00-05:00,0
2023-01-17 06:57:00-05:00,0
2023-01-17 06:58:00-05:00,0
2023-01-17 06:59:00-05:00,0
2023-01-17 07:00:00-05:00,0
2023-01-17 07:01:00-05:00,0
2023-01-17 07:02:00-05:00,0
2023-01-17 07:03:00-05:00,0
2023-01-17 07:04:00-05:00,0
2023-01-17 07:05:00-05:00,0
2023-01-17 07:06:00-05:00,0
2023-01-17 07:07:00-05:00,0
2023-01-17 07:08:00-05:00,0
2023-01-17 07:09:00-05:00,0
2023-01-17 07:10:00-05:00,0
2023-01-17 07:11:00-05:00,0
2023-01-17 07:12:00-05:00,0
2023-01-17 07:13:00-05:00,0
2023-01-17 07:14:00-05:00,0
2023-01-17 07:15:00-05:00,0
2023-01-17 07:16:00-05:00,0
2023-01-17 07:17:00-05:00,0
2023-01-17 07:18:00-05:00,0
2023-01-17 07:19:00-05:00,0
2023-01-17 07:20:00-05:00,0
2023-01-17 07:21:00-05:00,0
2023-01-17 07:22:00-05:00,0
2023-01-17 07:23:00-05:00,0
2023-01-17 07:24:00-05:00,0
2023-01-17 07:25:00-05:00,0
2023-01-17 07:26:00-05:00,0
2023-01-17 07:27:00-05:00,0
2023-01-17 07:28:00-05:00,0
2023-01-17 07:29:00-05:00,0
2023-01-17 07:30:00-05:00,0
2023-01-17 07:31:00-05:00,0
2023-01-17 07:32:00-05:00,0
2023-01-17 07:33:00-05:00,0
2023-01-17 07:34:00-05:00,0
2023-01-17 07:35:00-05:00,0
2023-01-17 07:36:00-05:00,0
2023-01-17 07:37:00-05:00,0
2023-01-17 07:38:00-05:00,0
2023-01-17 07:39:00-05:00,0
2023-01-17 07:40:00-05:00,0
2023-01-17 07:41:00-05:00,0
2023-01-17 07:42:00-05:00,0
2023-01-17 07:43:00-05:00,0
2023-01-17 07:44:00-05:00,0
2023-01-17 07:45:00-05:00,0
2023-01-17 07:46:00-05:00,0
2023-01-17 07:47:00-05:00,0
2023-01-17 07:48:00-05:00,0
2023-01-17 07:49:00-05:00,0
2023-01-17 07:50:00-05:00,0
2023-01-17 07:51:00-05:00,0
2023-01-17 07:52:00-05:00,0
2023-01-17 07:53:00-05:00,0
2023-01-17 07:54:00-05:00,0
2023-01-17 07:55:00-05:00,0
2023-01-17 07:56:00-05:00,0
2023-01-17 07:57:00-05:00,0
2023-01-17 07:58:00-05:00,0
2023-01-17 07:59:00-05:00,0
2023-01-17 08:00:00-05:00,0
2023-01-17 08:01:00-05:00,0
2023-01-17 08:02:00-05:00,0
2023-01-17 08:03:00-05:00,0
2023-01-17 08:04:00-05:00,0
2023-01-17 08:05:00-05:00,0
2023-01-17 08:06:00-05:00,0
2023-01-17 08:07:00-05:00,0
2023-01-17 08:08:00-05:00,0
2023-01-17 08:09:00-05:00,0
2023-01-17 08:10:00-05:00,0
2023-01-17 08:11:00-05:00,0
2023-01-17 08:12:00-05:00,0
2023-01-17 08:13:00-05:00,0
2023-01-17 08:14:00-05:00,0
2023-01-17 08:15:00-05:00,0
2023-01-17 08:16:00-05:00,0
2023-01-17 08:17:00-05:00,0
2023-01-17 08:18:00-05:00,0
2023-01-17 08:19:00-05:00,0
2023-01-17 08:20:00-05:00,0
2023-01-17 08:21:00-05:00,0
2023-01-17 08:22:00-05:00,0
2023-01-17 08:23:00-05:00,0
2023-01-17 08:24:00-05:00,0
2023-01-17 08:25:00-05:00,0
2023-01-17 08:26:00-05:00,0
2023-01-17 08:27:00-05:00,0
2023-01-17 08:28:00-05:00,0
2023-01-17 08:29:00-05:00,0
2023-01-17 08:30:00-05:00,0
2023-01-17 08:31:00-05:00,0
2023-01-17 08:32:00-05:00,0
2023-01-17 08:33:00-05:00,0
2023-01-17 08:34:00-05:00,0
2023-01-17 08:35:00-05:00,0
2023-01-17 08:36:00-05:00,0
2023-01-17 08:37:00-05:00,0
2023-01-17 08:38:00-05:00,0
2023-01-17 08:39:00-05:00,0
2023-01-17 08:40:00-05:00,0
2023-01-17 08:41:00-05:00,0
2023-01-17 08:42:00-05:00,0
2023-01-17 08:43:00-05:00,0
2023-01-17 08:44:00-05:00,0
2023-01-17 08:45:00-05:00,0
2023-01-17 08:46:00-05:00,0
2023-01-17 08:47:00-05:00,0
2023-01-17 08:48:00-05:00,0
2023-01-17 08:49:00-05:00,0
2023-01-17 08:50:00-05:00,0
2023-01-17 08:51:00-05:00,0
2023-01-17 08:52:00-05:00,0
2023-01-17 08:53:00-05:00,0
2023-01-17 08:54:00-05:00,0
2023-01-17 08:55:00-05:00,0
2023-01-17 08:56:00-05:00,0
2023-01-17 08:57:00-05:00,0
2023-01-17 08:58:00-05:00,0
2023-01-17 08:59:00-05:00,0
2023-01-17 09:00:00-05:00,0
2023-01-17 09:01:00-05:00,0
2023-01-17 09:02:00-05:00,0
2023-01-17 09:03:00-05:00,0
2023-01-17 09:04:00-05:00,0
2023-01-17 09:05:00-05:00,0
2023-01-17 09:06:00-05:00,0
2023-01-17 09:07:00-05:00,0
2023-01-17 09:08:00-05:00,0
2023-01-17 09:09:00-05:00,0
2023-01-17 09:10:00-05:00,0
2023-01-17 09:11:00-05:00,0
2023-01-17 09:12:00-05:00,0
2023-01-17 09:13:00-05:00,0
2023-01-17 09:14:00-05:00,0
2023-01-17 09:30:00-05:00,254086
2023-01-17 09:31:00-05:00,303981
2023-01-17 09:32:00-05:00,262407
2023-01-17 09:33:00-05:00,295384
2023-01-17 09:34:00-05:00,262407
2023-01-17 09:35:00-05:00,232248
2023-01-17 09:36:00-05:00,156094
2023-01-17 09:37:00-05:00,146402
2023-01-17 09:38:00-05:00,156094
2023-01-17 09:39:00-05:00,189082
2023-01-17 09:40:00-05:00,193029
2023-01-17 09:41:00-05:00,189082
2023-01-17 09:42:00-05:00,161927
2023-01-17 09:43:00-05:00,154872
2023-01-17 09:44:00-05:00,154872
2023-01-17 09:45:00-05:00,135708
2023-01-17 09:46:00-05:00,137964
2023-01-17 09:47:00-05:00,137964
2023-01-17 09:48:00-05:00,137964
2023-01-17 09:49:00-05:00,161430
2023-01-17 09:50:00-05:00,132538
2023-01-17 09:51:00-05:00,107131
2023-01-17 09:52:00-05:00,107131
2023-01-17 09:53:00-05:00,136475
2023-01-17 09:54:00-05:00,154569
2023-01-17 09:55:00-05:00,194625
2023-01-17 09:56:00-05:00,154569
2023-01-17 09:57:00-05:00,150974
2023-01-17 09:58:00-05:00,121969
2023-01-17 09:59:00-05:00,121969
2023-01-17 10:00:00-05:00,221609
2023-01-17 10:01:00-05:00,326282
2023-01-17 10:02:00-05:00,326282
2023-01-17 10:03:00-05:00,337698
2023-01-17 10:04:00-05:00,337698
2023-01-17 10:05:00-05:00,183960
2023-01-17 10:06:00-05:00,145875
2023-01-17 10:07:00-05:00,145875
2023-01-17 10:08:00-05:00,143540
2023-01-17 10:09:00-05:00,196911
2023-01-17 10:10:00-05:00,143540
2023-01-17 10:11:00-05:00,162993
2023-01-17 10:12:00-05:00,162993
2023-01-17 10:13:00-05:00,162993
2023-01-17 10:14:00-05:00,123449
2023-01-17 10:15:00-05:00,123449
2023-01-17 10:16:00-05:00,123449
2023-01-17 10:17:00-05:00,135447
2023-01-17 10:18:00-05:00,96742
2023-01-17 10:19:00-05:00,82644
2023-01-17 10:20:00-05:00,82644
2023-01-17 10:21:00-05:00,153211
2023-01-17 10:22:00-05:00,178927
2023-01-17 10:23:00-05:00,158784
2023-01-17 10:24:00-05:00,158784
2023-01-17 10:25:00-05:00,139210
2023-01-17 10:26:00-05:00,139210
2023-01-17 10:27:00-05:00,154279
2023-01-17 10:28:00-05:00,154279
2023-01-17 10:29:00-05:00,117887
2023-01-17 10:30:00-05:00,117887
2023-01-17 10:31:00-05:00,126904
2023-01-17 10:32:00-05:00,139995
2023-01-17 10:33:00-05:00,139995
2023-01-17 10:34:00-05:00,121345
2023-01-17 10:35:00-05:00,112344
2023-01-17 10:36:00-05:00,121345
2023-01-17 10:37:00-05:00,112344
2023-01-17 10:38:00-05:00,100026
2023-01-17 10:39:00-05:00,100026
2023-01-17 10:40:00-05:00,263897
2023-01-17 10:41:00-05:00,263897
2023-01-17 10:42:00-05:00,230361
2023-01-17 10:43:00-05:00,224250
2023-01-17 10:44:00-05:00,230361
2023-01-17 10:45:00-05:00,209322
2023-01-17 10:46:00-05:00,163215
2023-01-17 10:47:00-05:00,163215
2023-01-17 10:48:00-05:00,163215
2023-01-17 10:49:00-05:00,94013
2023-01-17 10:50:00-05:00,89214
2023-01-17 10:51:00-05:00,72642
2023-01-17 10:52:00-05:00,72642
2023-01-17 10:53:00-05:00,115104
2023-01-17 10:54:00-05:00,115104
2023-01-17 10:55:00-05:00,86132
2023-01-17 10:56:00-05:00,86132
2023-01-17 10:57:00-05:00,86132
2023-01-17 10:58:00-05:00,108397
2023-01-17 10:59:00-05:00,104936
2023-01-17 11:00:00-05:00,154192
2023-01-17 11:01:00-05:00,147061
2023-01-17 11:02:00-05:00,147061
2023-01-17 11:03:00-05:00,90979
2023-01-17 11:04:00-05:00,90979
2023-01-17 11:05:00-05:00,130552
2023-01-17 11:06:00-05:00,154542
2023-01-17 11:07:00-05:00,193068
2023-01-17 11:08:00-05:00,193068
2023-01-17 11:09:00-05:00,198132
2023-01-17 11:10:00-05:00,507292
2023-01-17 11:11:00-05:00,507292
2023-01-17 11:12:00-05:00,163380
2023-01-17 11:13:00-05:00,114778
2023-01-17 11:14:00-05:00,114778
2023-01-17 11:15:00-05:00,122120
2023-01-17 11:16:00-05:00,138441
2023-01-17 11:17:00-05:00,122120
2023-01-17 11:18:00-05:00,113142
2023-01-17 11:19:00-05:00,86126
2023-01-17 11:20:00-05:00,86126
2023-01-17 11:21:00-05:00,91421
2023-01-17 11:22:00-05:00,118311
2023-01-17 11:23:00-05:00,208132
2023-01-17 11:24:00-05:00,208132
2023-01-17 11:25:00-05:00,208132
2023-01-17 11:26:00-05:00,124341
2023-01-17 11:27:00-05:00,124341
2023-01-17 11:28:00-05:00,132376
2023-01-17 11:29:00-05:00,145347
2023-01-17 11:30:00-05:00,145347
2023-01-17 11:31:00-05:00,182467
2023-01-17 11:32:00-05:00,182467
2023-01-17 11:33:00-05:00,131787
2023-01-17 11:34:00-05:00,131787
2023-01-17 11:35:00-05:00,131787
2023-01-17 11:36:00-05:00,112157
2023-01-17 11:37:00-05:00,59922
2023-01-17 11:38:00-05:00,79003
2023-01-17 11:39:00-05:00,79003
2023-01-17 11:40:00-05:00,79003
2023-01-17 11:41:00-05:00,79973
2023-01-17 11:42:00-05:00,79973
2023-01-17 11:43:00-05:00,79973
2023-01-17 11:44:00-05:00,63335
2023-01-17 11:45:00-05:00,50771
2023-01-17 11:46:00-05:00,50771
2023-01-17 11:47:00-05:00,50771
2023-01-17 11:48:00-05:00,42295
2023-01-17 11:49:00-05:00,42295
2023-01-17 11:50:00-05:00,42295
2023-01-17 11:51:00-05:00,45265
2023-01-17 11:52:00-05:00,45265
2023-01-17 11:53:00-05:00,58630
2023-01-17 11:54:00-05:00,204023
2023-01-17 11:55:00-05:00,204023
2023-01-17 11:56:00-05:00,78102
2023-01-17 11:57:00-05:00,78102
2023-01-17 11:58:00-05:00,77902
2023-01-17 11:59:00-05:00,82930
2023-01-17 12:00:00-05:00,77902
2023-01-17 12:01:00-05:00,88219
2023-01-17 12:02:00-05:00,71423
2023-01-17 12:03:00-05:00,115654
2023-01-17 12:04:00-05:00,119617
2023-01-17 12:05:00-05:00,131409
2023-01-17 12:06:00-05:00,145530
2023-01-17 12:07:00-05:00,145530
2023-01-17 12:08:00-05:00,93479
2023-01-17 12:09:00-05:00,93479
2023-01-17 12:10:00-05:00,72252
2023-01-17 12:11:00-05:00,103377
2023-01-17 12:12:00-05:00,52649
2023-01-17 12:13:00-05:00,46362
2023-01-17 12:14:00-05:00,46362
2023-01-17 12:15:00-05:00,58204
2023-01-17 12:16:00-05:00,86399
2023-01-17 12:17:00-05:00,102019
2023-01-17 12:18:00-05:00,102019
2023-01-17 12:19:00-05:00,93942
2023-01-17 12:20:00-05:00,74214
2023-01-17 12:21:00-05:00,93942
2023-01-17 12:22:00-05:00,64739
2023-01-17 12:23:00-05:00,95721
2023-01-17 12:24:00-05:00,80466
2023-01-17 12:25:00-05:00,100193
2023-01-17 12:26:00-05:00,80466
2023-01-17 12:27:00-05:00,75444
2023-01-17 12:28:00-05:00,59531
2023-01-17 12:29:00-05:00,60621
2023-01-17 12:30:00-05:00,60621
2023-01-17 12:31:00-05:00,107054
2023-01-17 12:32:00-05:00,107054
2023-01-17 12:33:00-05:00,70457
2023-01-17 12:34:00-05:00,70457
2023-01-17 12:35:00-05:00,54194
2023-01-17 12:36:00-05:00,54194
2023-01-17 12:37:00-05:00,52794
2023-01-17 12:38:00-05:00,52794
2023-01-17 12:39:00-05:00,52794
2023-01-17 12:40:00-05:00,50861
2023-01-17 12:41:00-05:00,49239
2023-01-17 12:42:00-05:00,41084
2023-01-17 12:43:00-05:00,37590
2023-01-17 12:44:00-05:00,37590
2023-01-17 12:45:00-05:00,46026
2023-01-17 12:46:00-05:00,46026
2023-01-17 12:47:00-05:00,46026
2023-01-17 12:48:00-05:00,47637
2023-01-17 12:49:00-05:00,49584
2023-01-17 12:50:00-05:00,52437
2023-01-17 12:51:00-05:00,72664
2023-01-17 12:52:00-05:00,72664
2023-01-17 12:53:00-05:00,69894
2023-01-17 12:54:00-05:00,58638
2023-01-17 12:55:00-05:00,50653
2023-01-17 12:56:00-05:00,58638
2023-01-17 12:57:00-05:00,65027
2023-01-17 12:58:00-05:00,65027
2023-01-17 12:59:00-05:00,64531
2023-01-17 13:00:00-05:00,48171
2023-01-17 13:01:00-05:00,53008
2023-01-17 13:02:00-05:00,53008
2023-01-17 13:03:00-05:00,53008
2023-01-17 13:04:00-05:00,80255
2023-01-17 13:05:00-05:00,55560
2023-01-17 13:06:00-05:00,80255
2023-01-17 13:07:00-05:00,68909
2023-01-17 13:08:00-05:00,89778
2023-01-17 13:09:00-05:00,129563
2023-01-17 13:10:00-05:00,132226
2023-01-17 13:11:00-05:00,129563
2023-01-17 13:12:00-05:00,83774
2023-01-17 13:13:00-05:00,83774
2023-01-17 13:14:00-05:00,104510
2023-01-17 13:15:00-05:00,104510
2023-01-17 13:16:00-05:00,93072
2023-01-17 13:17:00-05:00,69915
2023-01-17 13:18:00-05:00,69915
2023-01-17 13:19:00-05:00,69915
2023-01-17 13:20:00-05:00,33773
2023-01-17 13:21:00-05:00,33773
2023-01-17 13:22:00-05:00,62715
2023-01-17 13:23:00-05:00,62715
2023-01-17 13:24:00-05:00,53144
2023-01-17 13:25:00-05:00,53144
2023-01-17 13:26:00-05:00,53144
2023-01-17 13:27:00-05:00,54581
2023-01-17 13:28:00-05:00,34906
2023-01-17 13:29:00-05:00,62326
2023-01-17 13:30:00-05:00,50933
2023-01-17 13:31:00-05:00,65044
2023-01-17 13:32:00-05:00,76733
2023-01-17 13:33:00-05:00,76820
2023-01-17 13:34:00-05:00,82510
2023-01-17 13:35:00-05:00,96558
2023-01-17 13:36:00-05:00,98487
2023-01-17 13:37:00-05:00,106085
2023-01-17 13:38:00-05:00,110584
2023-01-17 13:39:00-05:00,110584
2023-01-17 13:40:00-05:00,103199
2023-01-17 13:41:00-05:00,84461
2023-01-17 13:42:00-05:00,60411
2023-01-17 13:43:00-05:00,58171
2023-01-17 13:44:00-05:00,58171
2023-01-17 13:45:00-05:00,67244
2023-01-17 13:46:00-05:00,67244
2023-01-17 13:47:00-05:00,60930
2023-01-17 13:48:00-05:00,59500
2023-01-17 13:49:00-05:00,60930
2023-01-17 13:50:00-05:00,60854
2023-01-17 13:51:00-05:00,84624
2023-01-17 13:52:00-05:00,84624
2023-01-17 13:53:00-05:00,106043
2023-01-17 13:54:00-05:00,106043
2023-01-17 13:55:00-05:00,81333
2023-01-17 13:56:00-05:00,48551
2023-01-17 13:57:00-05:00,48551
2023-01-17 13:58:00-05:00,51613
2023-01-17 13:59:00-05:00,54131
2023-01-17 14:00:00-05:00,68631
2023-01-17 14:01:00-05:00,68631
2023-01-17 14:02:00-05:00,55345
2023-01-17 14:03:00-05:00,55345
2023-01-17 14:04:00-05:00,92304
2023-01-17 14:05:00-05:00,92304
2023-01-17 14:06:00-05:00,103142
2023-01-17 14:07:00-05:00,70189
2023-01-17 14:08:00-05:00,70189
2023-01-17 14:09:00-05:00,70189
2023-01-17 14:10:00-05:00,56031
2023-01-17 14:11:00-05:00,53050
2023-01-17 14:12:00-05:00,53050
2023-01-17 14:13:00-05:00,391820
2023-01-17 14:14:00-05:00,391820
2023-01-17 14:15:00-05:00,313018
2023-01-17 14:16:00-05:00,150660
2023-01-17 14:17:00-05:00,140141
2023-01-17 14:18:00-05:00,101221
2023-01-17 14:19:00-05:00,101221
2023-01-17 14:20:00-05:00,96023
2023-01-17 14:21:00-05:00,96146
2023-01-17 14:22:00-05:00,96146
2023-01-17 14:23:00-05:00,96146
2023-01-17 14:24:00-05:00,118184
2023-01-17 14:25:00-05:00,77015
2023-01-17 14:26:00-05:00,67764
2023-01-17 14:27:00-05:00,67764
2023-01-17 14:28:00-05:00,83554
2023-01-17 14:29:00-05:00,85529
2023-01-17 14:30:00-05:00,100470
2023-01-17 14:31:00-05:00,85529
2023-01-17 14:32:00-05:00,101026
2023-01-17 14:33:00-05:00,80084
2023-01-17 14:34:00-05:00,93141
2023-01-17 14:35:00-05:00,93141
2023-01-17 14:36:00-05:00,93141
2023-01-17 14:37:00-05:00,66998
2023-01-17 14:38:00-05:00,55721
2023-01-17 14:39:00-05:00,55721
2023-01-17 14:40:00-05:00,119906
2023-01-17 14:41:00-05:00,119906
2023-01-17 14:42:00-05:00,82884
2023-01-17 14:43:00-05:00,70176
2023-01-17 14:44:00-05:00,47894
2023-01-17 14:45:00-05:00,47894
2023-01-17 14:46:00-05:00,48966
2023-01-17 14:47:00-05:00,48966
2023-01-17 14:48:00-05:00,48966
2023-01-17 14:49:00-05:00,67273
2023-01-17 14:50:00-05:00,78865
2023-01-17 14:51:00-05:00,79595
2023-01-17 14:52:00-05:00,80242
2023-01-17 14:53:00-05:00,80242
2023-01-17 14:54:00-05:00,74694
2023-01-17 14:55:00-05:00,74694
2023-01-17 14:56:00-05:00,123759
2023-01-17 14:57:00-05:00,123759
2023-01-17 14:58:00-05:00,117136
2023-01-17 14:59:00-05:00,100132
2023-01-17 15:00:00-05:00,117136
2023-01-17 15:01:00-05:00,121601
2023-01-17 15:02:00-05:00,121601
2023-01-17 15:03:00-05:00,45120
2023-01-17 15:04:00-05:00,45120
2023-01-17 15:05:00-05:00,78738
2023-01-17 15:06:00-05:00,78738
2023-01-17 15:07:00-05:00,77096
2023-01-17 15:08:00-05:00,47891
2023-01-17 15:09:00-05:00,77096
2023-01-17 15:10:00-05:00,115277
2023-01-17 15:11:00-05:00,234091
2023-01-17 15:12:00-05:00,234091
2023-01-17 15:13:00-05:00,155103
2023-01-17 15:14:00-05:00,130054
2023-01-17 15:15:00-05:00,142790
2023-01-17 15:16:00-05:00,92976
2023-01-17 15:17:00-05:00,94405
2023-01-17 15:18:00-05:00,94405
2023-01-17 15:19:00-05:00,98374
2023-01-17 15:20:00-05:00,98374
2023-01-17 15:21:00-05:00,93454
2023-01-17 15:22:00-05:00,88163
2023-01-17 15:23:00-05:00,88163
2023-01-17 15:24:00-05:00,88163
2023-01-17 15:25:00-05:00,94642
2023-01-17 15:26:00-05:00,108017
2023-01-17 15:27:00-05:00,108017
2023-01-17 15:28:00-05:00,143322
2023-01-17 15:29:00-05:00,104635
2023-01-17 15:30:00-05:00,110832
2023-01-17 15:31:00-05:00,110832
2023-01-17 15:32:00-05:00,116095
2023-01-17 15:33:00-05:00,189857
2023-01-17 15:34:00-05:00,313912
2023-01-17 15:35:00-05:00,313912
2023-01-17 15:36:00-05:00,213257
2023-01-17 15:37:00-05:00,122611
2023-01-17 15:38:00-05:00,122611
2023-01-17 15:39:00-05:00,134254
2023-01-17 15:40:00-05:00,173728
2023-01-17 15:41:00-05:00,173728
2023-01-17 15:42:00-05:00,126183
2023-01-17 15:43:00-05:00,126183
2023-01-17 15:44:00-05:00,223460
2023-01-17 15:45:00-05:00,241642
2023-01-17 15:46:00-05:00,245482
2023-01-17 15:47:00-05:00,245482
2023-01-17 15:48:00-05:00,197365
2023-01-17 15:49:00-05:00,197365
2023-01-17 15:50:00-05:00,271243
2023-01-17 15:51:00-05:00,345078
2023-01-17 15:52:00-05:00,316613
2023-01-17 15:53:00-05:00,345078
2023-01-17 15:54:00-05:00,430270
2023-01-17 15:55:00-05:00,430270
2023-01-17 15:56:00-05:00,351463
2023-01-17 15:57:00-05:00,351463
2023-01-17 15:58:00-05:00,493936
2023-01-17 15:59:00-05:00,1286798
2023-01-17 16:00:00-05:00,1286798
2023-01-17 16:01:00-05:00,0
2023-01-17 16:02:00-05:00,0
2023-01-17 16:03:00-05:00,0
2023-01-17 16:04:00-05:00,0
2023-01-17 16:05:00-05:00,0
2023-01-17 16:06:00-05:00,0
2023-01-17 16:07:00-05:00,0
2023-01-17 16:08:00-05:00,0
2023-01-17 16:09:00-05:00,0
2023-01-17 16:10:00-05:00,0
2023-01-17 16:11:00-05:00,0
2023-01-17 16:12:00-05:00,0
2023-01-17 16:13:00-05:00,0
2023-01-17 16:14:00-05:00,0
2023-01-17 16:15:00-05:00,0
2023-01-17 16:16:00-05:00,0
2023-01-17 16:17:00-05:00,0
2023-01-17 16:18:00-05:00,0
2023-01-17 16:19:00-05:00,0
2023-01-17 16:20:00-05:00,0
2023-01-17 16:21:00-05:00,0
2023-01-17 16:22:00-05:00,0
